TRIAL,kobert_train,kobert_test,kobert_y,weight_1,percentile,weight_0,threshold,PCA_dim,iterations,depth,learning_rate,l2_leaf_reg,loss_function,grow_policy,bootstrap_type,early_stopping_rounds,f1_score,precision,recall,accuracy_0,accuracy_1
10,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,60,700,9,0.03,2.0,CrossEntropy,Depthwise,Bernoulli,37,0.7800586510263929,0.6855670103092784,0.9047619047619048,0.06153846153846154,0.9047619047619048
11,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,70,800,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,48,0.8158640226628895,0.6990291262135923,0.9795918367346939,0.046153846153846156,0.9795918367346939
12,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.5,0.48,54,800,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,41,0.8034188034188035,0.6911764705882353,0.9591836734693877,0.03076923076923077,0.9591836734693877
13,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,60,700,9,0.1,2.0,Logloss,SymmetricTree,Bernoulli,45,0.8148148148148148,0.7009803921568627,0.9727891156462585,0.06153846153846154,0.9727891156462585
14,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,67,800,9,0.07,2.0,CrossEntropy,Depthwise,Bernoulli,34,0.7964601769911505,0.703125,0.9183673469387755,0.12307692307692308,0.9183673469387755
15,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.2,0.49,53,800,9,0.08,2.0,Logloss,SymmetricTree,Bernoulli,43,0.7977207977207977,0.6862745098039216,0.9523809523809523,0.015384615384615385,0.9523809523809523
16,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,65,800,9,0.1,3.0,Logloss,SymmetricTree,Bernoulli,38,0.7896253602305475,0.685,0.9319727891156463,0.03076923076923077,0.9319727891156463
17,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.5,64,700,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,47,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939
18,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,70,900,9,0.08,2.0,CrossEntropy,Depthwise,Bayesian,39,0.815028901734104,0.7085427135678392,0.9591836734693877,0.1076923076923077,0.9591836734693877
19,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.2,0.49,52,800,9,0.09,3.0,Logloss,SymmetricTree,Bernoulli,31,0.7988505747126436,0.6915422885572139,0.9455782312925171,0.046153846153846156,0.9455782312925171
20,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.5,0.5,69,800,9,0.06,2.0,Logloss,SymmetricTree,Bernoulli,40,0.7905604719764012,0.6979166666666666,0.9115646258503401,0.1076923076923077,0.9115646258503401
21,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,70,800,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,30,0.8146067415730337,0.69377990430622,0.9863945578231292,0.015384615384615385,0.9863945578231292
22,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,68,800,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,48,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
23,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,68,800,9,0.04,2.0,Logloss,SymmetricTree,Bernoulli,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
24,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,68,800,9,0.03,2.0,Logloss,SymmetricTree,Bernoulli,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
25,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,68,800,9,0.03,2.0,Logloss,SymmetricTree,Bernoulli,36,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
26,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,63,900,10,0.03,2.0,CrossEntropy,Depthwise,Bayesian,50,0.8069164265129684,0.7,0.9523809523809523,0.07692307692307693,0.9523809523809523
27,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,61,700,9,0.07,2.0,Logloss,SymmetricTree,Bernoulli,50,0.8146067415730337,0.69377990430622,0.9863945578231292,0.015384615384615385,0.9863945578231292
28,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,68,1000,9,0.01,1.0,Logloss,SymmetricTree,Bernoulli,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
29,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,55,1000,10,0.02,3.0,Logloss,SymmetricTree,Bayesian,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
30,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,66,800,9,0.03,3.0,Logloss,SymmetricTree,Bernoulli,34,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
31,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,68,1000,9,0.01,1.0,Logloss,SymmetricTree,Bernoulli,50,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
32,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,50,1000,9,0.01,1.0,Logloss,SymmetricTree,Bernoulli,44,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
33,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,57,1000,9,0.01,1.0,Logloss,SymmetricTree,Bernoulli,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
34,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.49,68,1000,9,0.1,1.0,Logloss,SymmetricTree,Bernoulli,35,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939
35,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,68,900,10,0.02,1.0,Logloss,SymmetricTree,Bernoulli,32,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
36,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,56,1000,9,0.01,1.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
37,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.5,0.49,68,800,10,0.1,2.0,Logloss,Depthwise,Bernoulli,50,0.7863777089783281,0.7215909090909091,0.8639455782312925,0.24615384615384617,0.8639455782312925
38,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.2,0.48,59,800,9,0.06,2.0,Logloss,SymmetricTree,Bernoulli,49,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
39,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.4,0.48,60,1000,10,0.03,3.0,Logloss,SymmetricTree,Bernoulli,46,0.8068181818181818,0.6926829268292682,0.9659863945578231,0.03076923076923077,0.9659863945578231
40,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,51,900,9,0.05,1.0,Logloss,SymmetricTree,Bayesian,42,0.8192090395480226,0.7004830917874396,0.9863945578231292,0.046153846153846156,0.9863945578231292
41,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,62,900,9,0.05,1.0,Logloss,SymmetricTree,Bayesian,42,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
42,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,51,900,9,0.05,1.0,Logloss,SymmetricTree,Bayesian,33,0.8112676056338028,0.6923076923076923,0.9795918367346939,0.015384615384615385,0.9795918367346939
43,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,51,900,9,0.05,1.0,Logloss,SymmetricTree,Bayesian,42,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292
44,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.4,0.48,54,900,9,0.09,1.0,Logloss,SymmetricTree,Bayesian,34,0.8080229226361032,0.698019801980198,0.9591836734693877,0.06153846153846154,0.9591836734693877
45,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,60,800,9,0.05,1.0,CrossEntropy,Depthwise,Bayesian,37,0.8069164265129684,0.7,0.9523809523809523,0.07692307692307693,0.9523809523809523
46,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.5,58,700,9,0.1,2.0,Logloss,SymmetricTree,Bernoulli,41,0.8160919540229885,0.7064676616915423,0.9659863945578231,0.09230769230769231,0.9659863945578231
47,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.49,51,800,9,0.01,2.0,Logloss,SymmetricTree,Bayesian,43,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
48,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.48,53,900,9,0.07,1.0,Logloss,SymmetricTree,Bernoulli,47,0.8057142857142857,0.6945812807881774,0.9591836734693877,0.046153846153846156,0.9591836734693877
49,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.1,0.48,67,800,9,0.08,2.0,Logloss,SymmetricTree,Bernoulli,42,0.8056338028169014,0.6875,0.9727891156462585,0.0,0.9727891156462585
50,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,65,1000,9,0.04,2.0,CrossEntropy,Depthwise,Bernoulli,39,0.8,0.7046632124352331,0.9251700680272109,0.12307692307692308,0.9251700680272109
51,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,55,1000,10,0.02,3.0,Logloss,SymmetricTree,Bayesian,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
52,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,55,1000,10,0.02,3.0,Logloss,SymmetricTree,Bayesian,38,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
53,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.48,55,1000,10,0.02,3.0,Logloss,SymmetricTree,Bayesian,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
54,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.0,0.5,52,1000,10,0.02,3.0,Logloss,SymmetricTree,Bayesian,40,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
55,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.3,0.5,52,800,10,0.1,3.0,Logloss,SymmetricTree,Bayesian,40,0.8022922636103151,0.693069306930693,0.9523809523809523,0.046153846153846156,0.9523809523809523
